Как вы решаете вопросы сохранения предметов, которые могут быть чувствительными к времени или окружающей среде?;Никак
Как ваш подход к хранению памятных вещей может зависеть от их характера (фотографии, письма, подарки и т.д.)?;В зависимости от требований к хранению
Какие методы или технологии вы используете для долгосрочного хранения электронных воспоминаний (фотографии, видео и т.д.)?;Жесткие диски
Как вы относитесь к идее создания цифровых архивов для сохранения памятных воспоминаний?;Хорошо
Как сохранение памятных вещей влияет на ваши решения о пространстве и организации дома?;Выделяю специальное место под них
Какие воспоминания или истории связаны с определенными памятными предметами?;Сложно сказать когда не понимаешь о каком памятном предмете идет речь
Как вы стараетесь сохранить память о важных событиях через хранение своих вещей?;По средствам их хранения
Как вы решаете вопросы хранения, если у вас изменяется место жительства?;Собеираю все в коробки
Как вы относитесь к идее передачи памятных вещей следующим поколениям?;Очень хорошо это важно
Как вы относитесь к идее передачи воспоминаний следующим поколениям?;Хорошо
Как вы стараетесь сохранить память о людях?;Запоминаю хорошее
Как сохранение памятных вещей влияет на вашу самоидентификацию и чувство связи с прошлым?;сильно
Как хранение памятных вещей может влиять на ваше эмоциональное благополучие?;полностью
Какие воспоминания считаются для вас самыми драгоценными или значимыми?;Те что открыли для меня новый взгляд на мир
Как вы стараетесь сохранить и хранить свои воспоминания?;Усилием мозга
Какие методы или средства вы используете для фиксации своих воспоминаний (например, дневник, фотографии, видео)?;Фото видео
Как вы оцениваете роль запахов, звуков и визуальных образов в сохранении воспоминаний?;высоко
Какие технологии или приложения вы используете для долгосрочного сохранения ваших воспоминаний?;Встроенные в мак
Как воспоминания о важных событиях влияют на вашу повседневную жизнь?;Иногда я ностальгирую и иногда это дажавю
Как вы стараетесь передать свои воспоминания и истории другим людям?;Устно
Как сохранение воспоминаний влияет на ваш взгляд на прошлое и настоящее?;Сильно потому что история продолжается
Какие события или моменты вашей жизни вызывают наиболее яркие воспоминания?;Те что открыли для меня новый взгляд на мир
Как вы относитесь к идее визуализации ваших воспоминаний через рисование или другие творческие методы?;Отлично этим я и занимаюсь
Как ваша память влияет на ваше принятие решений и поведение в настоящем?;Она источник решений
Какие методы вы используете для воскрешения забытых или утраченных воспоминаний?;Стараюсь вспомнить или через зацепки
Как вы стараетесь сохранить воспоминания о ваших отношениях с близкими людьми?;Никак вероятно фото
Как воспоминания о прошлых ошибках или трудностях влияют на ваш личностный рост?;Сильно иногда травмы мешают развиваться
Какие воспоминания считаются вашими наиболее ценными жизненными уроками?;Те что открыли для меня новый взгляд на мир
Как вы относитесь к идее об активном создании воспоминаний, а не просто их фиксации?;Иногда я прибегаю к этому сам
Как воспоминания о разных этапах вашей жизни влияют на вашу самоидентификацию?;В зависимости от воспоминания
Как вы решаете вопросы сохранения воспоминаний, связанных с путешествиями?;Я созраняю из в телефон
Как воспоминания о ваших достижениях и успехах влияют на вашу мотивацию?;На 100 процентов
Как воспоминания влияют на ваше понимание своего собственного развития?;Он влияют
Как вы поддерживаете сбалансированное восприятие прошлого, не уходя в ностальгию или обиду?;Стараюсь смотреть трезво и быть над ситуацией
Как воспоминания влияют на ваше отношение к оценке собственной жизни?;Я сравниваю и делаю выводы
Как вы реагируете на трудные воспоминания и как стараетесь с ними справляться?;Они меня ранят и я стараюсь найти решение
Какие темы или события в вашей жизни вызывают наибольший эмоциональный отклик при вспоминании?;музыка, родители, скейтборд, школа, университет,.. да все было ярким и интересным
Как воспоминания о вашем детстве влияют на вашу настоящую жизнь и отношения по сей день?;Наверно отношения родителей и мое одиночество в своих увлечениях
Как вы стараетесь сохранять воспоминания о ваших личных достижениях и моментах гордости?;Скорее это запечатлел кто то и где то это лежит
Как воспоминания о близких, которых уже нет, влияют на вашу повседневную жизнь?;Я еще больше ценю из вклад в мою жизнь
Как сохранение воспоминаний влияет на вашу способность принимать прошлые ошибки и прощать?;Это имеет значение
Как вы относитесь к идее использования воспоминаний в качестве источника вдохновения для будущих целей и планов?;Отлчоино
Какие способы сохранения воспоминаний вы находите наиболее эффективными для себя?;Записи в заметки, фотографии
Как часто вы используете фотографии в сохранении своих воспоминаний?;часто
Какие методы вы предпочитаете для записи своих мыслей и переживаний (дневник, блокнот и т.д.)?;Заметки в телефоне
Как вы относитесь к идее ведения аудио- или видеодневника для сохранения воспоминаний?;Иногда делаю
Как технологии, такие как облачные хранилища, помогают вам в сохранении воспоминаний?;Очень сильно
Как ваш подход к сохранению воспоминаний может зависеть от типа события или момента, который вы хотите запомнить?;Если мне нравится я стараюсь прожить момент полностью и запомнить свои ощущения
Какие методы вы используете для сохранения цифровых воспоминаний (сохранение электронных сообщений, электронной переписки и т.д.)?;телефон
Как вы организуете свои фотографии, чтобы легко находить нужные моменты в будущем?;Ищу по геолокации или году в телефоне
Как сохранение воспоминаний влияет на вашу повседневную жизнь и взаимодействие с окружающим миром?;никак
Как вы стараетесь сохранить воспоминания о ваших встречах с близкими людьми?;Иногда это памятный вещи иногда фотографии
Как вы сравниваете традиционные методы (например, сохранение писем) с современными способами в сохранении воспоминаний (например, публикации в социальных сетях)?;Лучше письма
Как вы решаете вопросы сохранения воспоминаний в цифровой эпохе, когда технологии быстро меняются?;Никак. Пользуюсь тем что под рукой
Как ваш подход к сохранению воспоминаний может варьироваться в зависимости от культурных или традиционных особенностей?;Никак
Как вы сохраняете воспоминания о специальных моментах или праздниках?;Оставляю памятные вещи и фото
Какие методы сохранения воспоминаний вы предпочли был бы использовать в будущем?;Сохранять в голове как в карте памяти
Как ваши воспоминания связаны с вашим окружением и обстоятельствами в момент события?;напрямую
Как вы принимаете решение, какие детали события сохранить в ваших воспоминаниях?;Какие то неочевидные которые останутся в памяти связанными только с этим событием
Как сохранение воспоминаний влияет на ваши отношения с друзьями и семьей?;Делает их либо хуже либо лучше в зависимости от воспоминания
Какие техники вы используете для активного воспроизведения ваших воспоминаний?;Перебираю факты из прошлого связанные с временным отрезком
Как сохранение воспоминаний может влиять на вашу способность жить настоящим моментом?;Это формирует некую логику которая не даст забыть важные моменты истории
Как вы относитесь к идее создания семейного архива или книги воспоминаний?;Великолепно
Как сохранение воспоминаний может стать инструментом личностного роста и развития?;Знание истории углубит познание себя как личности и сделать ваш фундамент крепче
Как ваши воспоминания влияют на ваше понимание личной истории и идентичности?;Они формируют меня
Какие традиции или обряды связаны с сохранением воспоминаний в вашей культуре или семье?;Семейные ужины у бабушки
Как сохранение воспоминаний влияет на ваш взгляд на себя и свою жизнь?;Делает меня уверенее
Как вы стараетесь поддерживать баланс между сохранением воспоминаний и живым восприятием текущих моментов в жизни?;Я не думаю об этом в моменте
Какие блюда ассоциируются у вас с детством и воспоминаниями?;Блины, пельмени, вишневое варенье, хинкали
Какую роль играет еда в вашей повседневной жизни?;Большую
Какие кухни или кулинарные традиции вам особенно близки?;Японская кухня, китайская кухня, корейская кухня
Как вы относитесь к идее готовить домашнюю еду по сравнению с посещением ресторанов?;С большой радостью но нет времени
Каков ваш любимый рецепт или блюдо?;Я люблю горячий суп, люблю традиционные блюда
Каков ваш любимый рецепт или блюдо, которое вы готовите сами?;Жаренная курица
Какие продукты или ингредиенты всегда присутствуют в вашем холодильнике?;Мясо, яйца, сыр
Какое блюдо, на ваш взгляд, является наилучшим представителем вашей культуры?;Пельмени, салат шуба
Как вы относитесь к экспериментам с новыми продуктами и рецептами?;С интересном
Какие блюда вы предпочитаете в периоды стресса или усталости?;Сладкие острые соленые
Как ваш вкусовой предпочтение может изменяться в зависимости от сезона?;никак
Как вы стараетесь соблюдать баланс между здоровым и вкусным питанием?;Я не ем здоровую пищу я ем вкусную едц
Какое блюдо вы связываете с особыми событиями или праздниками?;Салат шуба
Как вы относитесь к трендам в питании, таким как веганство, кето, или другие диеты?;плохо
Какую роль играют ароматы и вкусы в вашем выборе еды?;большую
Какое блюдо вы считаете самым простым для готовки?;Жаренная курица
Как вы справляетесь с пищевыми предпочтениями или аллергиями при выборе блюд?;У меня нет такого
Какие кулинарные навыки вы бы хотели освоить или улучшить?;Хотел бы научиться готовить рыбу и ферментирование
Как вы относитесь к идее обедов вне дома и фаст-фуда?;Фаст фуд не очень, обеды вне дома супер
Как вы подходите к вопросу утилизации продуктов и снижения пищевого отхода?;Стараюсь следить чтобы не было отходов
Как вы выбираете рестораны или кафе при поиске новых кулинарных впечатлений?;Смотрю рекомендации
Какие блюда или кухни из разных стран вам особенно нравятся?;Хот пот, натто, нашими, телячий щечки, бишбармак
Как вы относитесь к идее готовить домашнюю еду?;хорошо
Какие кулинарные традиции были переданы вам из семьи?;Лепить пельмени
Какое блюдо вы считаете уникальным?;Любое блюдо национальной кухни
Какое блюдо вы ассоциируете с собой?;Морской еж
Какое блюдо вы бы порекомендовали попробовать всем?;натто
Как вы относитесь к идее обедов в компании и обмену блюдами с коллегами или друзьями?;Очень хорошо
Как вы выбираете продукты в магазине?;По ощущениям
Есть ли у вас предпочтения по брендам или типам продуктов?;Предпочитаю по типам
Какие кулинарные традиции или блюда вы пытаетесь внедрить в свою жизнь?;Есть аккуратно и не оставлять после себя
Как вы относитесь к идее упакованных обедов?;спокойно
Как вы разнообразите свой рацион в периоды, когда у вас ограничен доступ к определенным продуктам?;Смотрю доступные позиции
Как ваши предпочтения в питании могут свидетельствовать о вашей личной философии или образе жизни?;Я ем одно и тоже пока не надоест но с удовольствием. Не мешаю рыбу мясо и курицу. Принципиален в выборе блюд. Лучше откажусь от еды чем пьем то что несильно люблю
Какие специи или приправы вы предпочитаете для добавления вкуса в блюда?;Перец соль может быть что то еще но не разбираюсь в этом
Какие кулинарные техники вы чаще всего выбираете при готовке (жарка, тушение, варка и т.д.)?;Люблю все виды
Как вы относитесь к идее использования необычных или экзотических ингредиентов в рецептах?;Очень хорошо
Какую роль играют текстуры в еде для вас? Есть ли блюда, в которых вы особенно цените определенные текстурные элементы?;Да мне очень важно как еда выглядит. Мне нравится рыба как выглядит рыба фрукты и овощи
Как вы оцениваете важность эстетики при подаче блюд? Уделяете ли вы внимание их визуальному представлению?;Это половина успеха
Как вы организуете свой рацион в течение дня (завтрак, обед, ужин, перекусы)?;Стараюсь придерживаться принятого распорядка
Как меняется ваш рацион в зависимости от сезона?;Не меняется
Как вы подходите к вопросу управления порциями, чтобы поддерживать баланс в питании?;Стараюсь не переедать
Как вы относитесь к идее организации тематических вечеров, связанных с кухнями разных стран?;отлчино
Какую роль для вас играют детали сервировки в создании приятной атмосферы во время приема пищи?;Большую если на это есть возможности
Какие кулинарные традиции вы внедряете в свою повседневную жизнь, чтобы сделать ее более уютной?;Есть из красивых тарелок и не разогревать в микроволновке
Как вы относитесь к идее приготовления домашних консервов или закусок?;Хорошо но сам не делаю
Как вы реагируете на изменение ваших вкусовых предпочтений со временем?;Никак я этого не замечаю
Какие кулинарные традиции или шеф-повара влияют на ваше представление о еде?;никакие
Как вы оцениваете значение правильного питания для вашего физического и эмоционального благополучия?;высоко
Как вы организуете приготовление блюд, если у вас ограничено время?;Заказываю готовые
Какую роль играют традиционные блюда вашей культуры в вашем повседневном рационе?;Я их люблю
Как вы относитесь к идее участия в кулинарных мастер-классах или готовке вместе с другими?;никак
Как вы подходите к вопросу оценки качества продуктов перед их покупкой?;никак
Как вы относитесь к идее создания собственного огорода или выращивания свежих трав на подоконнике для использования в кулинарии?;отлично
Какую роль играет цветовая гамма блюд в вашем выборе еды?;большую
Как вы относитесь к идее попробовать диеты, связанные с определенными образом жизни (например, сыроедение, палео)?;плохо
Как вы оцениваете важность сбалансированного питания и включения разнообразных продуктов в рацион?;Очень высоко
Какие блюда вы предпочитаете приготавливать в выходные дни или в свободное время?;Красивые
Как вы поддерживаете интерес к экспериментам с новыми рецептами и ингредиентами?;Иногда пробую что то новое
Как вы относитесь к идее посещения фермерских рынков или продуктовых ярмарок?;нормально
Как сохраняются и передаются кулинарные рецепты в вашей семье или среди близких?;никак
Какие кулинарные традиции в вашей семье особенно ценятся во время праздников?;Собираться за столом
Как вы относитесь к идее объединения элементов кулинарных традиций разных кухонь в одном блюде?;Считаю это неуместным
Какие блюда из разных кухонь мира вам особенно нравятся?;Хот пот, натто, нашими, телячий щечки, бишбармак
Какие кулинарные обычаи или ритуалы вы приобрели из других культур?;Больше принял из японии
Как вы относитесь к идее приготовления национальных блюд вместе с представителями других культур?;Только так
Какие кулинарные традиции или блюда вы бы хотели изучить или попробовать в будущем?;Китай, япония, италия
"Как вы относитесь к идее создания семейного ""кулинарного архива"" с собранными рецептами и кулинарными традициями?";никак
Как вы поддерживаете кулинарные традиции в новых условиях, например, при изменении места проживания?;Ем локальную еду
Как ваши кулинарные предпочтения отражают влияние различных региональных кулинарных стилей?;Не понял
Какие блюда из вашего региона или страны вы считаете особенно уникальными и интересными?;Супы, рыба
Как ваше отношение к кулинарным традициям может влиять на выбор ресторанов или кафе при путешествиях?;На прямую
Какие вкусы или сочетания вам особенно нравятся?;Сладкое-соленое-кислое, горькое-сладкое, острое-соленое, острое-сладкое
Как вы относитесь к кислому, сладкому, соленому и острому в еде? Есть ли предпочтения по интенсивности вкусов?;Все люблю
Как ваши вкусовые предпочтения могут изменяться в зависимости от настроения или времени года?;Не знаю
Какие ароматы и вкусы вам ассоциируются с уютом и комфортом?;Хлеб и жаренная курица
Какие варианты приготовления кофе или чая предпочитаете, чтобы насладиться их вкусом?;Слабый кофе с молоком. Чай свежий
Как вы оцениваете влияние текстур на восприятие вкуса блюд?;высоко
Какие кулинарные тенденции или блюда считаете наиболее интересными в контексте вкуса?;Не знаю
Как вы подходите к вопросу добавления специй и трав для придания блюдам интересных вкусовых оттенков?;Добавляю
Как вы оцениваете важность дегустации еды, исследования вкусовых свойств продуктов?;Мне это интересно это позволяет открыть что то новое
Какие ваши 3 любимых блюда?;Хот пот, жаренное мясо, сашими
Какие ваши 3 любимых продукта?;натто, мясо, рыба
Какие напитки вы предпочитаете в повседневной жизни?;кофе
Как вы относитесь к идее утреннего кофе или чая как к старту вашего дня?;хорошо
Как вы относитесь к употреблению алкоголя?;хорошо
Какие алкогольные напитки вам нравятся?;Коньяк, вино, пиво
Какие безалкогольные напитки вам нравятся?;Морс, кофе, чай, айран
Какие традиционные напитки вы цените или часто употребляете?;Любые
Какие напитки ассоциируются у вас с определенными сезонами или праздниками?;Апероль ассоциируется с летом
Как вы подходите к вопросу выбора напитков в ресторанах или на мероприятиях?;Предпочитаю белое вино
Какую роль играют ароматы в напитках для вас? Какие ароматы вам особенно приятны?;Люблю горькие запахи
Как вы относитесь к идее чаепитий?;хорошо
Какие напитки вы предпочитаете в ситуациях стресса или усталости?;любые
Как вы относитесь к идее дегустации вин, пива или других алкогольных напитков?;никак
Какие напитки вы ассоциируете с отдыхом и развлечениями?;Коньяк и пиво
Как вы подходите к вопросу выбора напитков для поддержания здорового образа жизни?;никак
Какие напитки вы выбираете в периоды жары или холода?;Когда жарко пью холодную газировку и пиво, когда холодно люблю чай с травами
Какие напитки вам особенно нравится употреблять при общении с друзьями или на вечеринках?;Коньяк вино и пиво
Как вы относитесь к трендам в мире напитков, таким как крафтовое пиво, натуральные вина и т.д.?;Не имеет значения
Как ваш выбор напитков может зависеть от типа блюда, которое вы употребляете?;напрямую
Как вы оцениваете важность качества воды?;Это важно
Какие напитки вы связываете с определенными эмоциональными моментами в вашей жизни?;коньяк
Как вы относитесь к идее приготовления домашних напитков, таких как лимонад, компот или соки?;хорошо
Какие напитки вы предпочитаете в течение дня?;кофе
Как вы относитесь к традиции чаепитий в различных культурах и странах?;хорошо
Какие напитки вы выбираете при посещении кофеен?;кофе
Какие напитки вы ассоциируете с особыми событиями, такими как дни рождения или праздники?;водка
Как ваш выбор напитков может зависеть от ситуации, например, во время путешествий или работы?;никак
Как вы подходите к вопросу выбора напитков для создания романтической атмосферы?;Предпочитаю белое вино
Как вы предпочитаете заваривать чай: в чайнике, заварочной чашке или используя другие способы?;Я кладу заварку в чашку и заливаю кипятком
Какой вид чая является вашим любимым, и почему? (черный, зеленый, белый, улун и т.д.);Я люблю любой чай
Какие ароматы и вкусы в чае вам особенно нравятся?;разные
Как вы выбираете кофе и какие сорта кофе вам близки?;Я не разбираюсь в этом
Какие добавки или способы подачи кофе (капучино, латте, айс кофе) вам особенно по вкусу?;Я люблю американо и латте
Как вы относитесь к идее кофейных или чайных дегустаций для расширения своих вкусовых предпочтений?;спокойно
Какие ассоциации у вас вызывает запах свежесваренного кофе или чая?;приятные
Как вы подходите к вопросу выбора напитков в зависимости от настроения или эмоционального состояния?;Скорее эмоциональное состояние
Как вы относитесь к идее изучения иностранных культур и традиций?;Это очень важно
Какие культуры вас особенно вдохновляют и почему?;Восточные
Как вы относитесь к идее путешествий для знакомства с разными культурами?;Очень хорошо
Как вы подходите к вопросу сохранения собственной культурной идентичности?;Изучаю свою историю и традиции
Как ваш опыт взаимодействия с разными культурами влияет на ваши взгляды и ценности?;Расширят их и делает меня более толерантным
Как вы относитесь к идее участия в культурных событиях и праздниках других стран?;спокойно
Какие аспекты культуры других стран вы бы хотели изучить или погрузиться в них более глубоко?;Одежда, кухня, обычаи
Как вы воспринимаете и адаптируетесь к различным нормам поведения в разных культурах?;Стараюсь узнать про них больше и соответствовать по мере возможности
Как ваше отношение к иностранным языкам может влиять на ваши культурные интересы?;На прямую
Какие культурные особенности вам кажутся наиболее интересными для изучения и понимания?;Язык, одежда и кухня
Как стараются сберечь или передать культурные традиции в вашей семье?;никак
Какие виды искусства из разных культур вас вдохновляют и почему?;одежда
Как вы относитесь к идее культурного обмена и сотрудничества в современном мире?;Очень хорошо
Как вы относитесь к традиционным обычаям и ритуалам в разных культурах?;хорошо
Как ваши культурные знания могут влиять на ваши профессиональные или личные взаимоотношения?;Позволяет лучше понять людей и найти с ними общий язык для продуктивного взаимодействия
Как вы подходите к вопросу сопоставления и объединения различных культурных элементов?;Ищу общие черты
Как вы относитесь к тематическим мероприятиям или фестивалям, посвященным культурам разных стран?;хорошо
Как вы поддерживаете культурное многообразие в своем окружении?;Интересуюсь плодами культурой разных и через носителей этих культур
Как вы считаете, культурные различия влияют на ваши представления о красоте и эстетике?;да
Как ваши культурные интересы могут влиять на ваш выбор литературы или кинематографа?;Я предпочитаю смотреть корейские фильмы мне интересна восточная культура
Как вы стараетесь уважать и понимать культурные нормы в межличностных отношениях?;Следую установленным правилам
Какие культурные события или темы вас могут эмоционально задевать?;Связанные с насилием
Как вы подходите к вопросу интерпретации исторических событий из разных культурных перспектив?;В конце концов у каждого правда своя
Как вы относитесь к идее влияния культурных стереотипов на общественные взгляды и убеждения?;Это факт
Как вы относитесь к стереотипам и их роли в обществе?;Как к инструменту их взламывали и своей безопасности
Как вы стараетесь избегать формирования собственных стереотипов о других людях?;Не стараюсь
Какие ваши стереотипы могут влиять на восприятие различных групп людей?;Внешний вид человека
Как стереотипы могут влиять на ваши межличностные отношения?;Формируют предвзятое отношение
Как вы оцениваете роль стереотипов в современных медиа и культуре?;Они их формируют и поддерживают
Как вы стараетесь противостоять негативным стереотипам, с которыми вы сталкиваетесь?;Подрывать их суть
Какие стереотипы в обществе, на ваш взгляд, являются наиболее распространенными?;Гендерные и расовые, а также разница в достатке и талант
Как вы относитесь к идее образования своего мнения о людях на основе первых впечатлений?;Очень хорошо
Как стереотипы могут влиять на ваши профессиональные взаимоотношения и карьерные возможности?;Могу на заметить достойных людей и хорошие возможности
Как вы реагируете, когда сталкиваетесь со стереотипами?;С юмором
Как стереотипы могут влиять на ваши представления о красоте и идеалах?;Они влияют
Как вы реагируете, когда сталкиваетесь с предвзятыми высказываниями или шутками?;С вниманием так как это формирует представление о человеке и его уровне развития
Как стереотипы могут влиять на ваши представления о успешности и достижениях?;никак
Как вы стараетесь преодолеть стереотипы, связанные с вашей собственной личностью или принадлежностью к определенной группе?;Создать что то что сломает этот стереотип
Какие методы вы используете для разрушения стереотипов в своем окружении?;На примере доказываю несостоятельность стереотипа
Как вы оцениваете роль образования в преодолении стереотипов и предвзятости?;Образованные человек мыслит шире и менее подвержен влиянию стереотипов
Как вы реагируете, когда замечаете, что ваши действия или мнения могут быть подвержены стереотипам?;Расстраивают и делаю выводы
Как стереотипы могут влиять на ваше отношение к религиозным или этническим меньшинствам?;могут
Как вы считаете, стереотипы могут влиять на психологическое здоровье людей?;На сто процентов
Как вы подходите к вопросу избежания использования стереотипов в собственной речи и общении?;Слежу за этим
Как стереотипы могут влиять на ваш выбор друзей и социальное окружение?;Исходя из стремления к благополучию
Какие у вас есть ритуалы, которые помогают вам начать день?;Чашка кофе
Какие привычки помогают вам в повседневных задачах и обязанностях?;Чистоплотность
Как вы относитесь к идее формирования новых привычек и какие методы используете для этого?;Отношусь хорошо. Необходима дисциплина
Как вы описали бы свой стиль одежды?;Выдержанный
Какие факторы влияют на ваш выбор одежды каждый день?;Настроение и задачи на день
Как вы относитесь к модным трендам и следите ли за ними?;да
